loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_fico_range_high,last_fico_range_low,delinq_amnt,pub_rec_bankruptcies,fico_average
6000.0,0,198.46,2,1,0,84000.0,2,1.0,0,18.44,2.0,0.0,4.0,0.0,0.0,0.3773,14.0,559.0,555.0,0.0,0.0,687.0
9200.0,0,280.01,1,6,3,77385.19,0,1.0,0,9.86,0.0,0.0,8.0,0.0,7314.0,0.231,28.0,644.0,640.0,0.0,0.0,757.0
20250.0,1,484.63,3,3,3,43370.0,2,1.0,0,26.53,0.0,3.0,8.0,0.0,17813.0,0.856,22.0,684.0,680.0,0.0,0.0,727.0
21000.0,0,701.73,2,10,3,105000.0,2,0.0,0,13.22,0.0,0.0,7.0,0.0,32135.0,0.903,38.0,534.0,530.0,0.0,0.0,707.0
10000.0,0,330.76,2,10,2,50000.0,1,1.0,0,11.18,0.0,0.0,8.0,0.0,10056.0,0.8240000000000001,21.0,779.0,775.0,0.0,0.0,692.0
10000.0,0,330.76,2,5,3,50000.0,0,1.0,0,16.01,0.0,0.0,6.0,0.0,17800.0,0.918,17.0,684.0,680.0,0.0,0.0,712.0
6000.0,0,198.46,2,1,3,76000.0,0,0.0,1,2.4,0.0,1.0,7.0,0.0,5963.0,0.297,7.0,499.0,0.0,0.0,0.0,692.0
15000.0,0,483.38,2,2,0,92000.0,2,1.0,0,29.44,0.0,0.0,8.0,0.0,13707.0,0.939,31.0,734.0,730.0,0.0,0.0,732.0
15000.0,0,514.64,3,9,3,60000.0,0,0.0,0,15.22,0.0,1.0,7.0,0.0,5872.0,0.5760000000000001,11.0,509.0,505.0,0.0,0.0,697.0
5000.0,1,123.65,4,2,3,50004.0,0,0.0,2,13.97,3.0,0.0,14.0,0.0,4345.0,0.595,22.0,579.0,575.0,0.0,0.0,677.0
4000.0,0,132.31,2,10,0,106000.0,0,1.0,0,5.63,1.0,0.0,12.0,0.0,6110.0,0.377,44.0,689.0,685.0,0.0,0.0,682.0
8500.0,0,281.15,2,0,3,25000.0,1,1.0,0,12.19,0.0,0.0,8.0,0.0,6441.0,0.591,12.0,599.0,595.0,0.0,0.0,697.0
4375.0,0,136.11,1,7,0,17108.0,1,1.0,0,20.34,0.0,0.0,6.0,0.0,11210.0,0.8690000000000001,12.0,734.0,730.0,0.0,0.0,737.0
31825.0,0,995.82,1,5,0,75000.0,2,1.0,0,14.03,0.0,0.0,12.0,0.0,23151.0,0.274,26.0,659.0,655.0,0.0,0.0,762.0
5000.0,0,158.77,1,2,3,24044.0,2,1.0,0,11.93,0.0,0.0,8.0,0.0,2224.0,0.293,16.0,704.0,700.0,0.0,0.0,702.0
7000.0,0,245.97,3,7,3,34000.0,1,1.0,0,6.35,0.0,1.0,6.0,0.0,6113.0,0.605,6.0,734.0,730.0,0.0,0.0,677.0
12400.0,0,403.91,2,10,3,41000.0,0,1.0,0,11.8,0.0,2.0,9.0,0.0,11095.0,0.5720000000000001,12.0,784.0,780.0,0.0,0.0,722.0
10800.0,0,348.03,2,2,3,55596.0,1,1.0,1,5.5,0.0,0.0,7.0,0.0,2535.0,0.133,18.0,679.0,675.0,0.0,0.0,707.0
15000.0,0,469.36,1,1,3,45000.0,2,1.0,0,8.48,0.0,0.0,7.0,0.0,6704.0,0.504,27.0,739.0,735.0,0.0,0.0,732.0
6000.0,0,200.5,2,1,3,36852.0,1,1.0,0,10.62,0.0,1.0,7.0,0.0,7310.0,0.665,12.0,749.0,745.0,0.0,0.0,697.0
9600.0,0,298.67,1,4,3,68004.0,1,1.0,2,6.63,0.0,0.0,6.0,0.0,2896.0,0.181,11.0,829.0,825.0,0.0,0.0,762.0
12000.0,0,375.49,1,10,3,62300.0,0,1.0,0,16.7,0.0,0.0,15.0,0.0,8601.0,0.21,25.0,774.0,770.0,0.0,0.0,727.0
3000.0,0,108.84,4,9,0,65000.0,0,1.0,2,17.39,0.0,0.0,8.0,0.0,43936.0,0.981,22.0,689.0,685.0,0.0,0.0,672.0
4400.0,0,156.37,4,10,3,55000.0,0,1.0,0,20.01,0.0,0.0,7.0,0.0,25237.0,0.99,11.0,594.0,590.0,0.0,0.0,692.0
6000.0,0,182.62,1,10,0,45600.0,0,1.0,0,5.34,0.0,1.0,6.0,0.0,3378.0,0.325,28.0,784.0,780.0,0.0,0.0,792.0
14000.0,0,451.15,2,6,3,80000.0,0,1.0,1,10.0,0.0,1.0,7.0,0.0,2219.0,0.134,40.0,734.0,730.0,0.0,0.0,727.0
5000.0,0,158.77,1,10,0,100000.0,1,0.0,0,16.33,0.0,0.0,17.0,0.0,74351.0,0.621,35.0,639.0,635.0,0.0,0.0,707.0
10000.0,0,325.74,2,6,3,27000.0,2,1.0,2,11.47,0.0,0.0,7.0,0.0,7814.0,0.523,10.0,689.0,685.0,0.0,0.0,702.0
10000.0,0,304.36,1,10,3,60000.0,0,1.0,0,12.74,0.0,1.0,11.0,0.0,14019.0,0.195,18.0,789.0,785.0,0.0,0.0,792.0
11000.0,0,337.75,1,5,3,70000.0,0,1.0,0,10.85,0.0,0.0,5.0,0.0,11638.0,0.364,7.0,794.0,790.0,0.0,0.0,752.0
15000.0,0,483.38,2,8,0,80000.0,0,0.0,0,9.12,0.0,2.0,9.0,0.0,11845.0,0.637,28.0,614.0,610.0,0.0,0.0,732.0
25600.0,0,824.96,2,9,3,110000.0,2,1.0,0,15.71,0.0,0.0,11.0,0.0,26088.0,0.62,27.0,659.0,655.0,0.0,0.0,727.0
7000.0,0,228.02,2,0,3,40000.0,0,1.0,0,7.38,0.0,0.0,7.0,0.0,12168.0,0.929,12.0,699.0,695.0,0.0,0.0,702.0
12000.0,0,421.65,3,4,3,50000.0,0,0.0,0,20.88,0.0,2.0,11.0,0.0,15793.0,0.908,11.0,579.0,575.0,0.0,0.0,677.0
12000.0,0,386.7,2,1,3,46000.0,0,1.0,0,8.11,0.0,1.0,11.0,0.0,12143.0,0.521,12.0,784.0,780.0,0.0,0.0,732.0
21000.0,1,555.33,5,7,3,50000.0,2,0.0,0,21.58,0.0,1.0,7.0,0.0,19448.0,0.976,14.0,614.0,610.0,0.0,0.0,682.0
16000.0,1,423.11,5,7,3,81000.0,2,1.0,0,20.52,0.0,3.0,12.0,0.0,27884.0,0.7509999999999999,21.0,714.0,710.0,0.0,0.0,667.0
10000.0,0,334.16,2,0,2,39000.0,0,1.0,0,18.58,0.0,0.0,5.0,0.0,12874.0,0.727,10.0,689.0,685.0,0.0,0.0,687.0
10000.0,0,325.74,2,2,3,51400.0,0,1.0,0,19.14,0.0,3.0,10.0,0.0,10160.0,0.591,24.0,749.0,745.0,0.0,0.0,717.0
7100.0,0,252.33,4,1,0,33000.0,2,1.0,0,24.0,0.0,2.0,4.0,0.0,6021.0,0.912,8.0,649.0,645.0,0.0,0.0,682.0
13000.0,1,293.74,2,0,0,30000.0,1,1.0,0,13.72,0.0,0.0,17.0,0.0,17080.0,0.589,27.0,709.0,705.0,0.0,0.0,732.0
17500.0,1,223.74,4,6,3,40000.0,2,1.0,1,19.47,0.0,1.0,5.0,0.0,10724.0,0.589,6.0,664.0,660.0,0.0,0.0,707.0
17675.0,1,417.25,3,0,3,50000.0,1,1.0,0,16.46,0.0,2.0,6.0,0.0,6661.0,0.574,14.0,599.0,595.0,0.0,0.0,722.0
8000.0,0,284.31,4,0,3,62000.0,0,1.0,0,21.64,0.0,3.0,14.0,0.0,6088.0,0.669,20.0,649.0,645.0,0.0,0.0,662.0
10000.0,1,215.69,2,10,3,45996.0,2,0.0,0,21.73,0.0,1.0,7.0,0.0,11170.0,0.301,15.0,629.0,625.0,0.0,0.0,757.0
3500.0,0,114.01,2,7,0,55000.0,0,1.0,0,5.39,0.0,1.0,9.0,0.0,6611.0,0.459,12.0,664.0,660.0,0.0,0.0,702.0
12500.0,1,223.11,4,5,3,30000.0,1,0.0,0,13.16,0.0,0.0,7.0,1.0,9844.0,0.708,28.0,659.0,655.0,0.0,1.0,692.0
16425.0,0,563.53,3,4,3,44544.0,1,1.0,0,22.71,0.0,1.0,10.0,0.0,15747.0,0.8340000000000001,18.0,609.0,605.0,0.0,0.0,697.0
8200.0,1,223.14,6,4,3,75000.0,1,0.0,1,12.48,0.0,3.0,6.0,0.0,9012.0,0.7390000000000001,11.0,684.0,680.0,0.0,0.0,677.0
15000.0,0,517.42,3,2,2,61000.0,2,1.0,0,11.88,0.0,1.0,8.0,0.0,19397.0,0.795,18.0,669.0,665.0,0.0,0.0,687.0
20975.0,1,341.63,4,5,0,44000.0,2,1.0,0,18.79,0.0,0.0,13.0,1.0,20657.0,0.794,21.0,679.0,675.0,0.0,1.0,687.0
6400.0,0,227.45,4,5,3,75000.0,0,0.0,0,20.22,0.0,0.0,9.0,0.0,7159.0,0.675,27.0,499.0,0.0,0.0,0.0,662.0
3000.0,0,101.8,3,1,3,33600.0,0,1.0,0,18.11,0.0,0.0,4.0,0.0,2745.0,0.8320000000000001,7.0,699.0,695.0,0.0,0.0,672.0
12000.0,0,426.47,4,3,3,50000.0,0,1.0,0,20.57,0.0,1.0,13.0,0.0,11443.0,0.97,19.0,669.0,665.0,0.0,0.0,677.0
14400.0,0,457.25,1,0,2,150000.0,1,1.0,0,14.85,0.0,0.0,12.0,0.0,63864.0,0.55,38.0,689.0,685.0,0.0,0.0,722.0
12000.0,0,413.94,3,10,3,90000.0,0,1.0,0,16.56,0.0,2.0,12.0,0.0,17116.0,0.785,36.0,629.0,625.0,0.0,0.0,677.0
11000.0,0,373.24,3,10,0,48000.0,2,1.0,0,21.82,0.0,3.0,15.0,0.0,11382.0,0.65,29.0,684.0,680.0,0.0,0.0,692.0
7250.0,1,197.51,6,0,3,75000.0,2,1.0,0,24.82,0.0,2.0,9.0,1.0,21706.0,0.912,19.0,729.0,725.0,0.0,1.0,682.0
15000.0,0,469.36,1,1,0,52000.0,0,1.0,1,9.65,0.0,1.0,11.0,0.0,1616.0,0.067,29.0,729.0,725.0,0.0,0.0,767.0
18000.0,1,475.99,5,10,0,65000.0,0,1.0,0,6.81,0.0,0.0,10.0,0.0,11745.0,0.778,40.0,709.0,705.0,0.0,0.0,662.0
35000.0,1,551.84,4,3,0,150000.0,2,1.0,1,7.51,0.0,1.0,11.0,0.0,7334.0,0.5329999999999999,31.0,694.0,690.0,0.0,0.0,727.0
10000.0,0,343.09,3,2,3,68000.0,1,1.0,0,15.39,0.0,1.0,9.0,0.0,11303.0,0.813,15.0,694.0,690.0,0.0,0.0,682.0
11800.0,0,395.83,2,6,3,42000.0,1,1.0,0,9.86,0.0,0.0,4.0,0.0,8940.0,0.748,13.0,669.0,665.0,0.0,0.0,692.0
4500.0,0,136.96,1,4,3,53000.0,1,1.0,1,4.44,0.0,0.0,7.0,0.0,8630.0,0.139,17.0,839.0,835.0,0.0,0.0,762.0
7000.0,0,234.82,2,10,3,35000.0,1,1.0,0,11.35,0.0,2.0,10.0,0.0,7649.0,0.823,26.0,574.0,570.0,0.0,0.0,682.0
9200.0,0,307.43,2,2,3,60000.0,1,1.0,0,19.96,0.0,3.0,8.0,0.0,23299.0,0.787,19.0,789.0,785.0,0.0,0.0,702.0
4500.0,1,97.06,2,0,0,42000.0,1,1.0,0,5.4,0.0,0.0,4.0,0.0,8220.0,0.7829999999999999,9.0,754.0,750.0,0.0,0.0,752.0
12000.0,0,423.61,4,9,3,88365.0,2,1.0,0,16.85,0.0,0.0,6.0,0.0,22936.0,0.964,15.0,499.0,0.0,0.0,0.0,682.0
12000.0,0,407.17,3,4,3,72000.0,1,1.0,0,21.33,0.0,1.0,11.0,0.0,3419.0,0.276,19.0,699.0,695.0,0.0,0.0,687.0
12000.0,0,390.88,2,0,3,62000.0,2,1.0,0,23.94,0.0,0.0,10.0,0.0,20310.0,0.784,51.0,679.0,675.0,0.0,0.0,702.0
7000.0,0,228.02,2,3,0,43680.0,0,1.0,0,5.38,0.0,0.0,7.0,0.0,6245.0,0.7809999999999999,11.0,819.0,815.0,0.0,0.0,687.0
8200.0,1,214.62,5,3,3,120000.0,1,1.0,0,2.8,0.0,2.0,5.0,0.0,10392.0,0.884,6.0,714.0,710.0,0.0,0.0,687.0
10500.0,0,352.23,2,10,3,66000.0,2,1.0,0,20.73,1.0,2.0,8.0,0.0,5790.0,0.512,26.0,699.0,695.0,0.0,0.0,697.0
7000.0,0,231.54,2,4,2,39120.0,0,1.0,0,21.01,0.0,0.0,8.0,1.0,9414.0,0.524,26.0,704.0,700.0,0.0,0.0,677.0
20000.0,1,282.86,2,4,0,47800.0,2,1.0,0,10.04,0.0,0.0,15.0,0.0,16447.0,0.463,27.0,784.0,780.0,0.0,0.0,742.0
17500.0,1,437.47,4,7,0,45000.0,0,0.0,0,21.31,0.0,2.0,13.0,0.0,20129.0,0.861,26.0,544.0,540.0,0.0,0.0,702.0
3500.0,0,106.53,1,10,0,83000.0,2,1.0,0,2.31,0.0,0.0,6.0,0.0,3092.0,0.134,28.0,734.0,730.0,0.0,0.0,747.0
6200.0,0,199.8,2,2,3,25000.0,0,0.0,0,20.64,0.0,2.0,7.0,0.0,6533.0,0.477,12.0,574.0,570.0,0.0,0.0,712.0
16000.0,1,402.65,4,7,3,65000.0,0,1.0,0,15.56,0.0,0.0,8.0,0.0,21166.0,0.871,16.0,684.0,680.0,0.0,0.0,697.0
6000.0,0,190.52,1,8,2,28800.0,0,1.0,0,13.17,0.0,0.0,11.0,0.0,5269.0,0.368,13.0,669.0,665.0,0.0,0.0,702.0
7200.0,0,232.02,2,6,3,135000.0,0,1.0,0,6.12,0.0,0.0,7.0,0.0,16627.0,0.7959999999999999,18.0,644.0,640.0,0.0,0.0,697.0
9500.0,0,301.66,1,7,0,50000.0,0,1.0,0,8.18,0.0,0.0,8.0,0.0,13422.0,0.605,13.0,629.0,625.0,0.0,0.0,722.0
18825.0,1,465.53,4,10,3,38000.0,2,0.0,0,23.18,0.0,0.0,6.0,0.0,11004.0,0.797,7.0,644.0,640.0,0.0,0.0,702.0
24000.0,0,781.76,2,10,3,45000.0,2,1.0,0,14.8,0.0,0.0,5.0,0.0,24708.0,0.552,9.0,744.0,740.0,0.0,0.0,727.0
6000.0,0,203.59,3,10,3,80000.0,0,1.0,0,11.58,0.0,0.0,8.0,0.0,15499.0,0.838,16.0,669.0,665.0,0.0,0.0,667.0
6000.0,0,203.59,3,5,3,50000.0,0,1.0,0,15.38,0.0,1.0,6.0,0.0,15191.0,0.915,7.0,704.0,700.0,0.0,0.0,692.0
2100.0,0,70.18,2,10,0,30000.0,0,1.0,1,19.72,0.0,1.0,12.0,0.0,12183.0,0.8290000000000001,26.0,609.0,605.0,0.0,0.0,692.0
5500.0,0,168.88,1,8,0,110000.0,2,1.0,1,9.69,0.0,0.0,7.0,0.0,14136.0,0.219,26.0,839.0,835.0,0.0,0.0,742.0
11000.0,0,337.75,1,8,2,45608.0,1,1.0,0,20.5,0.0,0.0,7.0,0.0,10677.0,0.5870000000000001,11.0,604.0,600.0,0.0,0.0,737.0
26800.0,1,723.38,6,3,0,120000.0,2,1.0,0,12.15,0.0,0.0,13.0,0.0,14772.0,0.48,18.0,684.0,680.0,0.0,0.0,682.0
8000.0,0,268.36,2,5,0,35000.0,0,1.0,0,10.05,0.0,0.0,7.0,0.0,6842.0,0.977,18.0,634.0,630.0,0.0,0.0,707.0
10000.0,0,362.78,4,1,3,75000.0,1,0.0,0,24.14,0.0,0.0,9.0,0.0,22828.0,0.963,26.0,614.0,610.0,0.0,0.0,667.0
8000.0,0,264.61,2,9,0,35000.0,2,1.0,0,9.7,0.0,0.0,7.0,0.0,6142.0,0.465,8.0,744.0,740.0,0.0,0.0,692.0
10000.0,0,317.54,1,6,3,24000.0,2,1.0,0,7.0,0.0,0.0,6.0,0.0,6734.0,0.495,21.0,734.0,730.0,0.0,0.0,712.0
12000.0,0,396.92,2,2,0,126000.0,0,1.0,0,13.32,0.0,0.0,17.0,0.0,32711.0,0.541,38.0,734.0,730.0,0.0,0.0,697.0
10000.0,0,312.91,1,1,3,43000.0,0,1.0,0,25.26,0.0,0.0,8.0,0.0,8215.0,0.3720000000000001,16.0,714.0,710.0,0.0,0.0,732.0
12000.0,0,386.7,2,1,3,50000.0,0,1.0,0,16.44,0.0,1.0,11.0,0.0,14335.0,0.293,25.0,709.0,705.0,0.0,0.0,727.0
25000.0,1,575.12,3,10,0,67000.0,2,0.0,0,14.15,0.0,0.0,6.0,0.0,15319.0,0.912,21.0,604.0,600.0,0.0,0.0,742.0
19750.0,0,643.33,2,4,3,45000.0,2,0.0,0,22.8,0.0,0.0,12.0,0.0,16576.0,0.542,28.0,499.0,0.0,0.0,0.0,722.0
10000.0,0,322.25,2,3,3,31200.0,1,1.0,0,14.81,0.0,0.0,13.0,0.0,5540.0,0.27,19.0,779.0,775.0,0.0,0.0,712.0
13650.0,0,456.12,2,4,3,66000.0,2,1.0,0,24.09,0.0,0.0,11.0,0.0,8933.0,0.565,34.0,679.0,675.0,0.0,0.0,677.0
28000.0,1,312.04,5,10,3,52000.0,2,0.0,0,20.7,0.0,0.0,10.0,0.0,29178.0,0.8759999999999999,16.0,554.0,550.0,0.0,0.0,687.0
18000.0,0,563.23,1,10,3,56964.0,1,1.0,0,27.55,0.0,0.0,7.0,0.0,17381.0,0.7659999999999999,20.0,799.0,795.0,0.0,0.0,722.0
2500.0,0,85.78,3,7,3,49500.0,1,1.0,0,10.33,0.0,1.0,7.0,0.0,9868.0,0.377,20.0,674.0,670.0,0.0,0.0,672.0
21000.0,1,559.89,5,10,3,70000.0,2,1.0,0,23.21,0.0,2.0,17.0,0.0,12508.0,0.7070000000000001,25.0,689.0,685.0,0.0,0.0,672.0
35000.0,0,1111.37,1,6,0,125000.0,2,1.0,0,22.71,0.0,0.0,8.0,0.0,9051.0,0.348,32.0,714.0,710.0,0.0,0.0,742.0
10000.0,0,311.11,1,3,3,33000.0,0,1.0,0,9.75,0.0,1.0,9.0,0.0,68.0,0.006,19.0,719.0,715.0,0.0,0.0,747.0
7000.0,0,234.82,2,0,3,30000.0,1,1.0,0,15.8,0.0,2.0,7.0,0.0,15455.0,0.476,11.0,614.0,610.0,0.0,0.0,677.0
24000.0,0,843.3,3,8,0,90000.0,1,0.0,1,9.17,0.0,1.0,9.0,0.0,30952.0,0.7120000000000001,23.0,549.0,545.0,0.0,0.0,717.0
10625.0,0,330.56,1,5,0,23000.0,0,1.0,0,18.89,0.0,1.0,9.0,0.0,7114.0,0.434,21.0,719.0,715.0,0.0,0.0,732.0
5000.0,0,172.48,3,2,3,24000.0,1,1.0,0,18.3,0.0,2.0,5.0,0.0,2429.0,0.333,9.0,664.0,660.0,0.0,0.0,672.0
8850.0,0,271.73,1,10,3,62000.0,1,1.0,0,17.71,0.0,0.0,7.0,0.0,9466.0,0.359,19.0,739.0,735.0,0.0,0.0,737.0
6375.0,0,198.34,1,4,3,44000.0,1,1.0,0,4.8,0.0,0.0,7.0,0.0,6324.0,0.58,11.0,694.0,690.0,0.0,0.0,732.0
6000.0,0,198.46,2,1,3,90000.0,0,1.0,0,2.97,1.0,0.0,10.0,0.0,8489.0,0.5660000000000001,23.0,699.0,695.0,0.0,0.0,682.0
11100.0,0,340.82,1,10,3,41000.0,2,0.0,0,29.85,0.0,1.0,8.0,0.0,17518.0,0.623,18.0,634.0,630.0,0.0,0.0,757.0
10000.0,1,225.95,2,2,0,56000.0,1,1.0,0,10.82,0.0,1.0,11.0,0.0,10081.0,0.312,18.0,729.0,725.0,0.0,0.0,737.0
6200.0,0,188.71,1,5,0,26500.0,0,1.0,1,18.2,0.0,0.0,6.0,0.0,2982.0,0.16,18.0,789.0,785.0,0.0,0.0,772.0
15000.0,0,547.12,5,1,3,54000.0,0,1.0,0,19.69,0.0,2.0,9.0,0.0,15183.0,0.903,12.0,689.0,685.0,0.0,0.0,662.0
4200.0,0,138.92,2,2,3,53000.0,0,1.0,2,16.91,0.0,0.0,15.0,0.0,8336.0,0.797,22.0,599.0,595.0,0.0,0.0,682.0
14000.0,0,480.33,3,4,3,52800.0,0,1.0,0,7.36,0.0,1.0,9.0,0.0,13378.0,0.708,14.0,669.0,665.0,0.0,0.0,682.0
8875.0,0,276.11,1,1,0,38000.0,0,1.0,0,23.53,0.0,1.0,13.0,0.0,19056.0,0.621,27.0,709.0,705.0,0.0,0.0,742.0
13500.0,0,435.04,2,7,3,38000.0,2,1.0,0,12.38,0.0,1.0,3.0,0.0,16023.0,0.6729999999999999,7.0,739.0,735.0,0.0,0.0,747.0
12000.0,0,386.7,2,2,3,42000.0,0,0.0,0,7.83,0.0,2.0,8.0,0.0,9749.0,0.654,16.0,649.0,645.0,0.0,0.0,727.0
16000.0,1,423.11,5,4,3,55000.0,2,1.0,0,15.8,0.0,0.0,8.0,0.0,7743.0,0.7240000000000001,19.0,724.0,720.0,0.0,0.0,667.0
21600.0,1,565.32,5,8,0,60000.0,1,1.0,0,16.74,1.0,0.0,6.0,0.0,13354.0,0.7809999999999999,21.0,614.0,610.0,0.0,0.0,677.0
6000.0,0,195.44,2,6,0,87000.0,0,1.0,1,12.86,2.0,0.0,12.0,0.0,11739.0,0.405,22.0,679.0,675.0,0.0,0.0,692.0
8450.0,1,208.97,4,5,2,25000.0,2,1.0,0,22.51,0.0,2.0,6.0,0.0,17614.0,0.835,21.0,669.0,665.0,0.0,0.0,692.0
20000.0,1,460.1,3,1,3,82000.0,0,1.0,0,17.68,0.0,0.0,13.0,0.0,26693.0,0.614,23.0,804.0,800.0,0.0,0.0,717.0
10000.0,0,330.76,2,8,3,60000.0,0,0.0,0,22.08,0.0,0.0,8.0,0.0,5626.0,0.293,26.0,594.0,590.0,0.0,0.0,697.0
12000.0,0,423.61,4,5,0,80000.0,2,1.0,0,18.18,0.0,0.0,8.0,0.0,29609.0,0.972,11.0,689.0,685.0,0.0,0.0,687.0
13475.0,1,309.99,3,10,3,25000.0,2,0.0,0,21.89,0.0,1.0,7.0,0.0,9943.0,0.6579999999999999,14.0,569.0,565.0,0.0,0.0,732.0
7200.0,0,240.59,2,5,3,48000.0,0,1.0,1,17.43,0.0,1.0,7.0,0.0,16450.0,0.802,10.0,619.0,615.0,0.0,0.0,687.0
5600.0,0,193.17,3,1,0,85000.0,0,0.0,0,12.24,1.0,3.0,8.0,0.0,6812.0,0.908,31.0,524.0,520.0,0.0,0.0,677.0
12000.0,0,411.71,3,0,3,57000.0,2,1.0,0,10.86,0.0,1.0,7.0,0.0,9273.0,0.815,11.0,704.0,700.0,0.0,0.0,682.0
8500.0,0,258.71,1,2,3,25000.0,0,1.0,0,1.73,0.0,0.0,6.0,0.0,2463.0,0.28,18.0,774.0,770.0,0.0,0.0,762.0
8000.0,0,257.8,2,2,3,34000.0,1,1.0,0,18.28,0.0,0.0,6.0,0.0,7434.0,0.785,7.0,719.0,715.0,0.0,0.0,712.0
8000.0,0,267.33,2,10,3,40000.0,0,1.0,0,15.0,0.0,0.0,10.0,0.0,18601.0,0.882,11.0,649.0,645.0,0.0,0.0,692.0
16000.0,1,382.92,3,10,3,42656.4,1,1.0,0,17.44,0.0,1.0,4.0,0.0,12830.0,0.923,17.0,674.0,670.0,0.0,0.0,737.0
15000.0,0,536.81,4,2,0,44400.0,1,1.0,0,3.59,1.0,0.0,6.0,1.0,4582.0,0.916,16.0,594.0,590.0,0.0,1.0,672.0
10000.0,0,322.25,2,2,2,30000.0,0,1.0,0,11.24,0.0,1.0,8.0,0.0,9152.0,0.6679999999999999,30.0,784.0,780.0,0.0,0.0,732.0
10000.0,0,307.04,1,5,0,70000.0,0,1.0,0,16.78,0.0,0.0,9.0,0.0,10770.0,0.69,18.0,644.0,640.0,0.0,0.0,742.0
8000.0,0,275.96,3,3,3,28000.0,0,1.0,0,12.6,0.0,1.0,8.0,0.0,6187.0,0.5429999999999999,11.0,764.0,760.0,0.0,0.0,677.0
22000.0,0,708.95,2,2,0,50000.0,2,1.0,0,13.22,0.0,4.0,17.0,0.0,21470.0,0.498,32.0,649.0,645.0,0.0,0.0,742.0
6000.0,0,205.86,3,10,0,94800.0,2,1.0,0,24.53,0.0,1.0,13.0,0.0,71890.0,0.959,30.0,759.0,755.0,0.0,0.0,697.0
16000.0,1,339.25,2,10,2,40000.0,2,1.0,0,9.39,0.0,1.0,6.0,0.0,13270.0,0.285,23.0,669.0,665.0,0.0,0.0,782.0
13500.0,0,435.04,2,2,0,36000.0,1,1.0,0,22.93,0.0,1.0,13.0,0.0,25011.0,0.672,15.0,699.0,695.0,0.0,0.0,727.0
